pn_id,vol_raw_usd,vol_norm,lot_count,breadth_norm,line_count,avg_line_usd,ticket_norm,cat_liq_norm,pn_liquidity,flags
2MLICPUU,6569.320000,0.402624,1,0.100000,1,6569.320000,1.000000,0.300000,0.380918,CAT_UNKNOWN_HEAVY
FX808394,6566.920000,0.402567,1,0.100000,1,6566.920000,1.000000,0.300000,0.380898,CAT_UNKNOWN_HEAVY
SRX2V,2595.760000,0.257471,1,0.100000,1,2595.760000,0.857647,0.660000,0.380762,
F4PABAA120200,6549.840000,0.402160,1,0.100000,1,6549.840000,1.000000,0.300000,0.380756,CAT_UNKNOWN_HEAVY
8680I2022,6499.310000,0.400949,1,0.100000,1,6499.310000,1.000000,0.300000,0.380332,CAT_UNKNOWN_HEAVY
FL0112EHSRU,6465.270000,0.400128,1,0.100000,1,6465.270000,1.000000,0.300000,0.380045,CAT_UNKNOWN_HEAVY
FL0112ERU,6465.270000,0.400128,1,0.100000,1,6465.270000,1.000000,0.300000,0.380045,CAT_UNKNOWN_HEAVY
PLUG8P8CUC5SH,5457.153600,0.373628,2,0.200000,2,2728.576800,0.868483,0.294074,0.379857,
STMD3,2147.080000,0.227806,2,0.200000,2,1073.540000,0.665924,0.700000,0.379621,
8CPAIHA1,6409.890000,0.398783,1,0.100000,1,6409.890000,1.000000,0.300000,0.379574,CAT_UNKNOWN_HEAVY
WM3110,2268.780000,0.236424,1,0.100000,1,2268.780000,0.828411,0.710000,0.379010,
CN80L0N1EN122E,6308.090000,0.396281,1,0.100000,1,6308.090000,1.000000,0.300000,0.378698,CAT_UNKNOWN_HEAVY
R210A18203,6259.990000,0.395084,1,0.100000,1,6259.990000,1.000000,0.300000,0.378279,CAT_UNKNOWN_HEAVY
HSNCMW2,5283.930000,0.368586,2,0.200000,2,2641.965000,0.861479,0.300000,0.378227,CAT_UNKNOWN_HEAVY
90083A8062,7224.300000,0.417481,1,0.100000,1,7224.300000,1.000000,0.260000,0.378118,
CT60L0NASC210E,6239.960000,0.394583,1,0.100000,1,6239.960000,1.000000,0.300000,0.378104,CAT_UNKNOWN_HEAVY
50163798001FRE,8358.400000,0.440276,1,0.100000,1,8358.400000,1.000000,0.220000,0.378097,
50163799001FRE,8358.400000,0.440276,1,0.100000,1,8358.400000,1.000000,0.220000,0.378097,
VM1278ANTENNA,6199.680000,0.393571,1,0.100000,1,6199.680000,1.000000,0.300000,0.377750,CAT_UNKNOWN_HEAVY
FCGMLA16,5234.510000,0.367117,2,0.200000,2,2617.255000,0.859438,0.300000,0.377407,CAT_UNKNOWN_HEAVY
ASD2V3COMPLETE,6110.407857,0.391303,1,0.100000,1,6110.407857,1.000000,0.300000,0.376956,CAT_UNKNOWN_HEAVY
STD735,6037.330000,0.389423,1,0.100000,1,6037.330000,1.000000,0.300000,0.376298,CAT_UNKNOWN_HEAVY
50139641001FRE,2462.010000,0.249202,1,0.100000,1,2462.010000,0.846160,0.660000,0.376145,
AC226800RBWE,1988.500000,0.215811,1,0.100000,1,1988.500000,0.799778,0.750000,0.375501,
900H320101,5113.520000,0.363461,2,0.200000,2,2556.760000,0.854360,0.300000,0.375365,CAT_UNKNOWN_HEAVY
Y72221L4,5886.230000,0.385460,1,0.100000,1,5886.230000,1.000000,0.300000,0.374911,CAT_UNKNOWN_HEAVY
135823L3,1974.840000,0.214733,1,0.100000,1,1974.840000,0.798281,0.750000,0.374899,
STR74G,5865.250000,0.384902,1,0.100000,1,5865.250000,1.000000,0.300000,0.374716,CAT_UNKNOWN_HEAVY
2MLBM12A,5863.850000,0.384865,1,0.100000,1,5863.850000,1.000000,0.300000,0.374703,CAT_UNKNOWN_HEAVY
UEC24014M262U,7086.890000,0.414479,1,0.100000,2,3543.445000,0.925228,0.300000,0.373852,CAT_UNKNOWN_HEAVY
PC43K,7701.300000,0.427476,1,0.100000,1,7701.300000,1.000000,0.220000,0.373617,
PC43T,7701.300000,0.427476,1,0.100000,1,7701.300000,1.000000,0.220000,0.373617,
OPT78229502,4977.240000,0.359238,2,0.200000,2,2488.620000,0.848494,0.300000,0.373008,CAT_UNKNOWN_HEAVY
V5328A1005,2315.310000,0.239598,2,0.200000,3,771.770000,0.594259,0.700000,0.372998,
2752XD001,5661.250000,0.379368,1,0.100000,1,5661.250000,1.000000,0.300000,0.372779,CAT_UNKNOWN_HEAVY
50128570044FRE,7575.372000,0.424899,1,0.100000,1,7575.372000,1.000000,0.220000,0.372715,
MCXLFC1,5625.100000,0.378367,1,0.100000,1,5625.100000,1.000000,0.300000,0.372428,CAT_UNKNOWN_HEAVY
MTL4549C,5613.754667,0.378051,1,0.100000,1,5613.754667,1.000000,0.300000,0.372318,CAT_UNKNOWN_HEAVY
ESMI22051EIIV,5598.490000,0.377626,1,0.100000,1,5598.490000,1.000000,0.300000,0.372169,CAT_UNKNOWN_HEAVY
PW7KPSU230,5560.980000,0.376575,1,0.100000,1,5560.980000,1.000000,0.300000,0.371801,CAT_UNKNOWN_HEAVY
MLH150PSB01A,6863.380000,0.409469,1,0.100000,2,3431.690000,0.918269,0.300000,0.371055,CAT_UNKNOWN_HEAVY
RP4A0000C10,5482.000000,0.374339,1,0.100000,1,5482.000000,1.000000,0.300000,0.371018,CAT_UNKNOWN_HEAVY
22051TLE74IV,5476.240000,0.374174,1,0.100000,1,5476.240000,1.000000,0.300000,0.370961,CAT_UNKNOWN_HEAVY
C6097A4110,1883.900000,0.207364,1,0.100000,1,1883.900000,0.788044,0.750000,0.370784,
HVAC23C5,2652.020000,0.260823,1,0.100000,1,2652.020000,0.862303,0.600000,0.370634,
DPTE1000,2116.040000,0.225529,2,0.200000,2,1058.020000,0.662762,0.660000,0.370349,
W5ARP02SFE01002,2302.730000,0.238746,1,0.100000,1,2302.730000,0.831637,0.660000,0.370307,
FT696130,3961.710000,0.323565,3,0.300000,3,1320.570000,0.710896,0.300000,0.369882,CAT_UNKNOWN_HEAVY
OPT78287301,5359.700000,0.370812,1,0.100000,1,5359.700000,1.000000,0.300000,0.369784,CAT_UNKNOWN_HEAVY
VM3W2F1A1AET01A1,5301.610000,0.369108,1,0.100000,1,5301.610000,1.000000,0.300000,0.369188,CAT_UNKNOWN_HEAVY
OPT78288701,4754.850000,0.352093,2,0.200000,2,2377.425000,0.838568,0.300000,0.369018,CAT_UNKNOWN_HEAVY
MT8150XE,5261.100000,0.367909,1,0.100000,1,5261.100000,1.000000,0.300000,0.368768,CAT_UNKNOWN_HEAVY
V5016A1101,1894.950000,0.208278,2,0.200000,2,947.475000,0.638799,0.700000,0.368717,
TPRPSF02100,5249.020000,0.367550,1,0.100000,1,5249.020000,1.000000,0.300000,0.368642,CAT_UNKNOWN_HEAVY
PIP003,5242.540000,0.367356,1,0.100000,1,5242.540000,1.000000,0.300000,0.368575,CAT_UNKNOWN_HEAVY
CCR30INTERFACESERIAL,4729.884801,0.351270,2,0.200000,2,2364.942401,0.837425,0.300000,0.368558,CAT_UNKNOWN_HEAVY
V5832A1046,1730.390000,0.194077,3,0.300000,4,432.597500,0.468557,0.700000,0.368210,
KJ20046900007,5105.890000,0.363228,1,0.100000,1,5105.890000,1.000000,0.300000,0.367130,CAT_UNKNOWN_HEAVY
V5328A1112,1852.980000,0.204777,2,0.200000,2,926.490000,0.633935,0.700000,0.366762,
MPMMEP51100,5045.740000,0.361375,1,0.100000,1,5045.740000,1.000000,0.300000,0.366481,CAT_UNKNOWN_HEAVY
PS189,1790.770000,0.199438,1,0.100000,1,1790.770000,0.777035,0.750000,0.366359,
CCTUIO31,4998.340000,0.359900,1,0.100000,1,4998.340000,0.999928,0.300000,0.365954,CAT_UNKNOWN_HEAVY
TPTHNCL5400,5338.780000,0.370200,2,0.200000,3,1779.593333,0.775675,0.300000,0.365921,CAT_UNKNOWN_HEAVY
C820046000004,4988.120000,0.359580,1,0.100000,1,4988.120000,0.999483,0.300000,0.365775,CAT_UNKNOWN_HEAVY
V5013R1099,1825.820000,0.202468,2,0.200000,2,912.910000,0.630729,0.700000,0.365473,
SF61BHPSAPS201,4966.370000,0.358897,1,0.100000,1,4966.370000,0.998535,0.300000,0.365394,CAT_UNKNOWN_HEAVY
MTL4549Y,4529.040000,0.344487,2,0.200000,2,2264.520000,0.828003,0.300000,0.364771,CAT_UNKNOWN_HEAVY
FCSDO0824,6384.840000,0.398171,1,0.100000,2,3192.420000,0.902575,0.300000,0.364746,CAT_UNKNOWN_HEAVY
HIH4021001,2155.410000,0.228411,1,0.100000,1,2155.410000,0.817280,0.660000,0.364536,
PC42DHE033013,6520.500000,0.401458,1,0.100000,1,6520.500000,1.000000,0.220000,0.364510,
VF005B65NW,2149.820000,0.228005,1,0.100000,1,2149.820000,0.816716,0.660000,0.364309,
SMG512I2,6351.948000,0.397364,1,0.100000,2,3175.974000,0.901453,0.300000,0.364295,CAT_UNKNOWN_HEAVY
ML6420A3007,1961.030000,0.213636,1,0.100000,1,1961.030000,0.796757,0.700000,0.364286,
V5832A1079,1960.170000,0.213568,1,0.100000,1,1960.170000,0.796662,0.700000,0.364248,
S032302POSSW1,1960.090000,0.213561,1,0.100000,1,1960.090000,0.796653,0.700000,0.364244,
FSPDCFTA24P,4894.380000,0.356614,1,0.100000,1,4894.380000,0.995364,0.300000,0.364119,CAT_UNKNOWN_HEAVY
M5AYP04FF02,3701.060000,0.312926,3,0.300000,3,1233.686667,0.696117,0.300000,0.363942,CAT_UNKNOWN_HEAVY
C8100,4864.720000,0.355664,1,0.100000,1,4864.720000,0.994044,0.300000,0.363589,CAT_UNKNOWN_HEAVY
PC23DA0010022,6388.980351,0.398273,1,0.100000,1,6388.980351,1.000000,0.220000,0.363395,
FX808326,4844.040000,0.354998,1,0.100000,1,4844.040000,0.993119,0.300000,0.363217,CAT_UNKNOWN_HEAVY
EDA50QBC2,4839.910000,0.354865,1,0.100000,1,4839.910000,0.992934,0.300000,0.363143,CAT_UNKNOWN_HEAVY
QM55RRU,6256.800000,0.395005,2,0.200000,5,1251.360000,0.699206,0.300000,0.363132,CAT_UNKNOWN_HEAVY
OPT78230201,4835.350000,0.354717,1,0.100000,1,4835.350000,0.992729,0.300000,0.363060,CAT_UNKNOWN_HEAVY
SUP994,4833.822000,0.354668,1,0.100000,1,4833.822000,0.992660,0.300000,0.363033,CAT_UNKNOWN_HEAVY
400P,4432.937600,0.341134,2,0.200000,2,2216.468800,0.823346,0.300000,0.362899,CAT_UNKNOWN_HEAVY
PM42,2887.290000,0.274110,4,0.400000,4,721.822500,0.579730,0.300000,0.362898,CAT_UNKNOWN_HEAVY
50145491001FRE,5452.040000,0.373482,1,0.100000,1,5452.040000,1.000000,0.260000,0.362719,
XF824A,4412.320000,0.340405,3,0.300000,5,882.464000,0.623363,0.300000,0.362646,CAT_UNKNOWN_HEAVY
6500LRK,4417.521818,0.340589,2,0.200000,2,2208.760909,0.822589,0.300000,0.362595,CAT_UNKNOWN_HEAVY
IQ4IO4000U008000,6184.330000,0.393183,1,0.100000,2,3092.165000,0.895646,0.300000,0.361961,CAT_UNKNOWN_HEAVY
V5329A1004,1752.090000,0.196025,2,0.200000,2,876.045000,0.621778,0.700000,0.361875,
50120006001FRE,2089.080000,0.223525,1,0.100000,1,2089.080000,0.810493,0.660000,0.361807,
MT4230NC,1745.380000,0.195425,3,0.300000,5,349.076000,0.421975,0.700000,0.361695,
TPPRV0540,4750.410000,0.351947,1,0.100000,1,4750.410000,0.988881,0.300000,0.361513,CAT_UNKNOWN_HEAVY
L15092000,4636.000000,0.348136,1,0.100000,1,4636.000000,0.983587,0.300000,0.359385,CAT_UNKNOWN_HEAVY
COMCAB01,4256.320000,0.334778,2,0.200000,2,2128.160000,0.814517,0.300000,0.359350,CAT_UNKNOWN_HEAVY
C06GGXK104,5457.520000,0.373639,2,0.200000,4,1364.380000,0.717983,0.300000,0.358471,CAT_UNKNOWN_HEAVY
10131A1R,1782.605788,0.198724,1,0.100000,1,1782.605788,0.776043,0.710000,0.357960,
SDW532SMLC15,5775.400000,0.382489,1,0.100000,1,5775.400000,1.000000,0.220000,0.357871,
KT432FG0,4554.920000,0.345377,1,0.100000,1,4554.920000,0.979755,0.300000,0.357845,CAT_UNKNOWN_HEAVY
T7560A1000,4548.890000,0.345170,1,0.100000,1,4548.890000,0.979468,0.300000,0.357730,CAT_UNKNOWN_HEAVY
CWSSRWS5,1773.640000,0.197936,1,0.100000,1,1773.640000,0.774948,0.710000,0.357520,
2XD500,4536.960000,0.344760,1,0.100000,1,4536.960000,0.978897,0.300000,0.357501,CAT_UNKNOWN_HEAVY
715614S002,4528.490000,0.344468,1,0.100000,1,4528.490000,0.978492,0.300000,0.357337,CAT_UNKNOWN_HEAVY
FINF25RF,5863.650000,0.384860,1,0.100000,2,2931.825000,0.884084,0.300000,0.357313,CAT_UNKNOWN_HEAVY
900H010202,1983.480000,0.215416,1,0.100000,1,1983.480000,0.799229,0.660000,0.357280,
6NPT,1804.136707,0.200601,1,0.100000,1,1804.136707,0.778650,0.700000,0.357008,
SUP973,4483.705625,0.342914,1,0.100000,1,4483.705625,0.976334,0.300000,0.356470,CAT_UNKNOWN_HEAVY
PHD20224601,4482.320000,0.342866,1,0.100000,1,4482.320000,0.976266,0.300000,0.356443,CAT_UNKNOWN_HEAVY
PTHDB0062V3,1963.225000,0.213811,1,0.100000,1,1963.225000,0.797000,0.660000,0.356384,
SUP972,4479.105600,0.342754,1,0.100000,1,4479.105600,0.976111,0.300000,0.356380,CAT_UNKNOWN_HEAVY
CN51AN1KN00W0000,4472.270000,0.342515,1,0.100000,1,4472.270000,0.975779,0.300000,0.356247,CAT_UNKNOWN_HEAVY
BX4C3K,5603.370000,0.377762,1,0.100000,1,5603.370000,1.000000,0.220000,0.356217,
900TEK0200,4092.140000,0.328629,2,0.200000,2,2046.070000,0.805975,0.300000,0.355916,CAT_UNKNOWN_HEAVY
N20010,1774.000000,0.197967,1,0.100000,1,1774.000000,0.774992,0.700000,0.355537,
1035751E,3360.170000,0.297821,3,0.300000,3,1120.056667,0.675135,0.300000,0.355508,CAT_UNKNOWN_HEAVY
SICC44HWC300,4048.700000,0.326960,2,0.200000,2,2024.350000,0.803658,0.300000,0.354985,CAT_UNKNOWN_HEAVY
COMCAB02,4043.640000,0.326765,2,0.200000,2,2021.820000,0.803386,0.300000,0.354876,CAT_UNKNOWN_HEAVY
O1000,4394.697887,0.339780,1,0.100000,1,4394.697887,0.971980,0.300000,0.354720,CAT_UNKNOWN_HEAVY
R161002,4032.070000,0.326317,2,0.200000,2,2016.035000,0.802764,0.300000,0.354626,CAT_UNKNOWN_HEAVY
H4L6GR2,4378.490000,0.339202,1,0.100000,1,4378.490000,0.971177,0.300000,0.354397,CAT_UNKNOWN_HEAVY
CN80CBCNV0,4356.000000,0.338397,1,0.100000,1,4356.000000,0.970059,0.300000,0.353948,CAT_UNKNOWN_HEAVY
PST010RG12SR,4785.890000,0.353110,2,0.200000,2,2392.945000,0.839981,0.220000,0.353586,
2108B0259,4325.870000,0.337312,1,0.100000,1,4325.870000,0.968552,0.300000,0.353342,CAT_UNKNOWN_HEAVY
M200E,4309.491439,0.336719,1,0.100000,1,4309.491439,0.967728,0.300000,0.353011,CAT_UNKNOWN_HEAVY
STF732,5569.860000,0.376824,1,0.100000,2,2784.930000,0.872922,0.300000,0.352827,CAT_UNKNOWN_HEAVY
SPS5878LF,4274.790000,0.335455,1,0.100000,1,4274.790000,0.965972,0.300000,0.352305,CAT_UNKNOWN_HEAVY
MTL4517,2417.730000,0.246364,1,0.100000,2,1208.865000,0.691704,0.660000,0.351983,
XTO2F2408F,4228.630000,0.333758,1,0.100000,1,4228.630000,0.963615,0.300000,0.351357,CAT_UNKNOWN_HEAVY
A150102,4226.860000,0.333692,1,0.100000,1,4226.860000,0.963524,0.300000,0.351321,CAT_UNKNOWN_HEAVY
50124318001FRE,5101.423077,0.363091,1,0.100000,1,5101.423077,1.000000,0.220000,0.351082,
CABDYN208,4210.680000,0.333093,1,0.100000,1,4210.680000,0.962691,0.300000,0.350986,CAT_UNKNOWN_HEAVY
V5328A1047,1543.540000,0.176214,2,0.200000,2,771.770000,0.594259,0.700000,0.350814,
SUP901,4198.580000,0.332643,1,0.100000,1,4198.580000,0.962066,0.300000,0.350735,CAT_UNKNOWN_HEAVY
FCSDI1624,3168.000000,0.288615,3,0.300000,3,1056.000000,0.662347,0.300000,0.350367,CAT_UNKNOWN_HEAVY
M5ARP02FGE02,1632.680000,0.184990,1,0.100000,1,1632.680000,0.756966,0.710000,0.350291,
L060104001,4454.260000,0.341884,2,0.200000,3,1484.753333,0.736342,0.300000,0.350111,CAT_UNKNOWN_HEAVY
C7355A1050,1824.100000,0.202321,1,0.100000,1,1824.100000,0.781039,0.660000,0.349968,
EM210E,4161.270000,0.331248,1,0.100000,1,4161.270000,0.960128,0.300000,0.349956,CAT_UNKNOWN_HEAVY
MLFDC04A,4156.480000,0.331068,1,0.100000,1,4156.480000,0.959878,0.300000,0.349855,CAT_UNKNOWN_HEAVY
PM769000RBWRU,4144.760000,0.330626,1,0.100000,1,4144.760000,0.959265,0.300000,0.349609,CAT_UNKNOWN_HEAVY
90068C8291,4925.150000,0.357594,2,0.200000,4,1231.287500,0.695695,0.300000,0.349512,CAT_UNKNOWN_HEAVY
HD7001,4132.130000,0.330149,1,0.100000,1,4132.130000,0.958602,0.300000,0.349342,CAT_UNKNOWN_HEAVY
CL5708M,4124.160000,0.329847,1,0.100000,1,4124.160000,0.958183,0.300000,0.349174,CAT_UNKNOWN_HEAVY
CLNXEHSERIES00D,2065.100000,0.221720,1,0.100000,1,2065.100000,0.807986,0.600000,0.348800,
S3KO1SS,4105.320000,0.329131,1,0.100000,1,4105.320000,0.957189,0.300000,0.348774,CAT_UNKNOWN_HEAVY
FT696030,4383.990000,0.339398,2,0.200000,3,1461.330000,0.732889,0.300000,0.348723,CAT_UNKNOWN_HEAVY
8CTDODA1,4079.190000,0.328133,1,0.100000,1,4079.190000,0.955802,0.300000,0.348217,CAT_UNKNOWN_HEAVY
SS12M018RS,4071.450000,0.327836,1,0.100000,1,4071.450000,0.955390,0.300000,0.348051,CAT_UNKNOWN_HEAVY
430126100SP,3735.480000,0.314373,2,0.200000,2,1867.740000,0.786173,0.300000,0.347957,CAT_UNKNOWN_HEAVY
MS3070,3727.960000,0.314058,2,0.200000,2,1863.980000,0.785736,0.300000,0.347781,CAT_UNKNOWN_HEAVY
G120752001,3726.340000,0.313990,2,0.200000,2,1863.170000,0.785641,0.300000,0.347743,CAT_UNKNOWN_HEAVY
02000A1640,4055.000000,0.327204,1,0.100000,1,4055.000000,0.954510,0.300000,0.347698,CAT_UNKNOWN_HEAVY
50144786002FRE,4051.900000,0.327084,1,0.100000,1,4051.900000,0.954344,0.300000,0.347631,CAT_UNKNOWN_HEAVY
G120752027,3718.120000,0.313645,2,0.200000,2,1859.060000,0.785162,0.300000,0.347550,CAT_UNKNOWN_HEAVY
50122414001FRE,4017.620000,0.325756,1,0.100000,1,4017.620000,0.952499,0.300000,0.346889,CAT_UNKNOWN_HEAVY
Q7055C1017U,3999.600000,0.325053,1,0.100000,1,3999.600000,0.951523,0.300000,0.346497,CAT_UNKNOWN_HEAVY
RM7824A1006U,3991.500000,0.324736,1,0.100000,1,3991.500000,0.951083,0.300000,0.346320,CAT_UNKNOWN_HEAVY
9SX2KIRT,3960.000000,0.323498,1,0.100000,1,3960.000000,0.949363,0.300000,0.345629,CAT_UNKNOWN_HEAVY
50163797001FRE,4752.000000,0.351999,1,0.100000,1,4752.000000,0.988953,0.220000,0.345543,
NX2MPS,3955.980000,0.323339,1,0.100000,1,3955.980000,0.949142,0.300000,0.345540,CAT_UNKNOWN_HEAVY
M201E,5109.720000,0.363345,1,0.100000,2,2554.860000,0.854199,0.300000,0.345300,CAT_UNKNOWN_HEAVY
6500S64,3941.170000,0.322752,1,0.100000,1,3941.170000,0.948328,0.300000,0.345213,CAT_UNKNOWN_HEAVY
50145492001FRE,4283.620000,0.335778,1,0.100000,1,4283.620000,0.966420,0.260000,0.344485,
ECO1002M,2301.180000,0.238641,4,0.400000,4,575.295000,0.530460,0.306667,0.344427,
FX808340,1526.230000,0.174451,1,0.100000,1,1526.230000,0.742325,0.710000,0.344406,
DPS200,4282.200000,0.335726,2,0.200000,2,2141.100000,0.815833,0.220000,0.343879,
XL2000B2A,1949.740000,0.212734,1,0.100000,1,1949.740000,0.795503,0.600000,0.343782,
PSX220LPS,3872.870000,0.320020,1,0.100000,1,3872.870000,0.944531,0.300000,0.343687,CAT_UNKNOWN_HEAVY
M210ECZR,3872.000000,0.319985,1,0.100000,1,3872.000000,0.944483,0.300000,0.343667,CAT_UNKNOWN_HEAVY
MZNWSTR5,3556.200000,0.306685,2,0.200000,2,1778.100000,0.775493,0.300000,0.343664,CAT_UNKNOWN_HEAVY
EDA70,3854.880000,0.319292,1,0.100000,1,3854.880000,0.943520,0.300000,0.343280,CAT_UNKNOWN_HEAVY
W5ARP02SGK01301,1673.580000,0.188858,1,0.100000,1,1673.580000,0.762338,0.660000,0.342451,
MPRSF0030PG00000A,3789.060000,0.316600,1,0.100000,1,3789.060000,0.939781,0.300000,0.341777,CAT_UNKNOWN_HEAVY
HVAC4001P521A,1901.400000,0.208809,1,0.100000,1,1901.400000,0.790052,0.600000,0.341591,
MLIDN14E,3776.840000,0.316095,1,0.100000,1,3776.840000,0.939079,0.300000,0.341495,CAT_UNKNOWN_HEAVY
PW7K1OUT,3763.750000,0.315552,1,0.100000,1,3763.750000,0.938325,0.300000,0.341192,CAT_UNKNOWN_HEAVY
S67008001,3156.890000,0.288065,3,0.300000,4,789.222500,0.599115,0.300000,0.340690,CAT_UNKNOWN_HEAVY
2108D3006,1330.500000,0.152996,1,0.100000,1,1330.500000,0.712522,0.750000,0.340427,
2108D3056,1330.500000,0.152996,1,0.100000,1,1330.500000,0.712522,0.750000,0.340427,
2108D3151,1330.500000,0.152996,1,0.100000,1,1330.500000,0.712522,0.750000,0.340427,
2108D3170,1330.500000,0.152996,1,0.100000,1,1330.500000,0.712522,0.750000,0.340427,
CCB01010BTV1N,3727.470000,0.314038,1,0.100000,1,3727.470000,0.936222,0.300000,0.340346,CAT_UNKNOWN_HEAVY
129464NU,3715.540000,0.313537,1,0.100000,1,3715.540000,0.935526,0.300000,0.340067,CAT_UNKNOWN_HEAVY
V5329A1061,1918.770000,0.210231,1,0.100000,2,959.385000,0.641511,0.700000,0.339807,
ESMI2251CTLEIV,1444.610000,0.165859,1,0.100000,1,1444.610000,0.730390,0.710000,0.339609,
CM100006,3694.980000,0.312669,1,0.100000,1,3694.980000,0.934321,0.300000,0.339582,CAT_UNKNOWN_HEAVY
COMCAB03,3367.720000,0.298172,2,0.200000,2,1683.860000,0.763668,0.300000,0.338910,CAT_UNKNOWN_HEAVY
S102302POSSW2,4015.550000,0.325675,2,0.200000,2,2007.775000,0.801873,0.220000,0.338267,
DX4A2BBBB00,3337.620000,0.296768,2,0.200000,2,1668.810000,0.761718,0.300000,0.338127,CAT_UNKNOWN_HEAVY
IS3016A,3631.440000,0.309958,1,0.100000,1,3631.440000,0.930554,0.300000,0.338068,CAT_UNKNOWN_HEAVY
VE4015B1004,1879.530000,0.207001,1,0.100000,2,939.765000,0.637025,0.700000,0.338004,
EDA711B961EAGRK,3625.040000,0.309682,1,0.100000,1,3625.040000,0.930171,0.300000,0.337914,CAT_UNKNOWN_HEAVY
LF203P655M,1573.610000,0.179230,1,0.100000,1,1573.610000,0.748964,0.660000,0.337075,
L91B1050U,4647.880000,0.348536,1,0.100000,2,2323.940000,0.833627,0.300000,0.337032,CAT_UNKNOWN_HEAVY
D353938,3287.680000,0.294411,2,0.200000,2,1643.840000,0.758445,0.300000,0.336811,CAT_UNKNOWN_HEAVY
VM1002BRKTKIT,3010.990000,0.280668,3,0.300000,4,752.747500,0.588840,0.300000,0.336560,CAT_UNKNOWN_HEAVY
70ESTYLUS,3561.280000,0.306908,1,0.100000,1,3561.280000,0.926318,0.300000,0.336365,CAT_UNKNOWN_HEAVY
900TNF0101,4607.860000,0.347184,1,0.100000,2,2303.930000,0.831750,0.300000,0.336277,CAT_UNKNOWN_HEAVY
128480L3,3555.700000,0.306663,1,0.100000,1,3555.700000,0.925978,0.300000,0.336229,CAT_UNKNOWN_HEAVY
1981IFR3SER5,3552.620000,0.306527,1,0.100000,1,3552.620000,0.925789,0.300000,0.336153,CAT_UNKNOWN_HEAVY
EA3001E005A00,2551.929524,0.254809,4,0.400000,4,637.982381,0.552919,0.220000,0.336121,
PX6E010000000120,3546.710000,0.306267,1,0.100000,1,3546.710000,0.925428,0.300000,0.336008,CAT_UNKNOWN_HEAVY
HF550SR1USB,3543.780000,0.306138,1,0.100000,1,3543.780000,0.925248,0.300000,0.335935,CAT_UNKNOWN_HEAVY
I120046000007,3529.360000,0.305500,1,0.100000,1,3529.360000,0.924363,0.300000,0.335580,CAT_UNKNOWN_HEAVY
DPS500,4523.700000,0.344302,2,0.200000,3,1507.900000,0.739701,0.220000,0.335461,
2121012001A1R,1377.020000,0.158368,1,0.100000,1,1377.020000,0.719985,0.710000,0.335427,
50139641010FRE,1538.080000,0.175660,1,0.100000,1,1538.080000,0.744004,0.660000,0.335082,
50145495001FRE,3837.240000,0.318575,1,0.100000,1,3837.240000,0.942524,0.260000,0.334880,
CK75AA6MN00A6401,4526.320000,0.344393,1,0.100000,2,2263.160000,0.827873,0.300000,0.334718,CAT_UNKNOWN_HEAVY
COMCAB04,3201.220000,0.290245,2,0.200000,2,1600.610000,0.752658,0.300000,0.334485,CAT_UNKNOWN_HEAVY
FX808322,2079.620000,0.222815,4,0.400000,4,519.905000,0.508477,0.300000,0.334257,CAT_UNKNOWN_HEAVY
RTS151,3466.450000,0.302689,1,0.100000,1,3466.450000,0.920457,0.300000,0.334010,CAT_UNKNOWN_HEAVY
234164S1002,3461.670000,0.302473,1,0.100000,1,3461.670000,0.920158,0.300000,0.333889,CAT_UNKNOWN_HEAVY
EDA711B741EAGRK,3448.400000,0.301873,1,0.100000,1,3448.400000,0.919324,0.300000,0.333554,CAT_UNKNOWN_HEAVY
VM3W2N1A1AET1HA1,3425.580000,0.300835,1,0.100000,1,3425.580000,0.917882,0.300000,0.332974,CAT_UNKNOWN_HEAVY
NFRDT58,1338.480000,0.153930,1,0.100000,1,1338.480000,0.713821,0.710000,0.332949,
OP30HONS,3411.230000,0.300178,1,0.100000,1,3411.230000,0.916970,0.300000,0.332608,CAT_UNKNOWN_HEAVY
G120752091,3409.810000,0.300113,1,0.100000,1,3409.810000,0.916880,0.300000,0.332572,CAT_UNKNOWN_HEAVY
50145500001FRE,3736.440000,0.314413,1,0.100000,1,3736.440000,0.936744,0.260000,0.332556,
WSC365024PDML,3403.720000,0.299834,1,0.100000,1,3403.720000,0.916492,0.300000,0.332416,CAT_UNKNOWN_HEAVY
CK65L0NCMN210E,3388.280000,0.299123,1,0.100000,1,3388.280000,0.915505,0.300000,0.332019,CAT_UNKNOWN_HEAVY
V5329C1026,1753.260000,0.196129,1,0.100000,2,876.630000,0.621923,0.700000,0.331934,
PD43A03100010202,3383.600000,0.298907,1,0.100000,1,3383.600000,0.915205,0.300000,0.331898,CAT_UNKNOWN_HEAVY
STMD5,1242.270000,0.142269,2,0.200000,2,621.135000,0.547108,0.700000,0.331861,
FCIOTAR24,3377.508480,0.298625,1,0.100000,1,3377.508480,0.914813,0.300000,0.331741,CAT_UNKNOWN_HEAVY
STD830,5081.990000,0.362494,1,0.100000,3,1693.996667,0.764971,0.300000,0.331619,CAT_UNKNOWN_HEAVY
3PPSM230E,3367.360000,0.298155,1,0.100000,1,3367.360000,0.914160,0.300000,0.331478,CAT_UNKNOWN_HEAVY
50120026001FRE,2147.740000,0.227854,2,0.200000,2,1073.870000,0.665991,0.459130,0.331473,
