lot_id,rank,score_10,confidence_score,final_score,base_score,S1,S2,S3,S4,M_hustle,M_concentration,M_tail,core_ratio,total_effective_usd,hhi,unknown_exposure,unknown_exposure_usd,abs_score_100,core_count,tail_count,short_reason,red_flags,top_minus,flags,AQ_v4,FAS_v4,M_Lifecycle,M_Unknown,KS_liquidity,KS_obsolescence,Combined_Risk_v4,obs_weighted,Top_Loss_Reasons,Investor_Summary,Zone_v4,loss_attribution_json,is_hvl,governance_flags,lot_avg_pn_liquidity
21,11,6.93,0.8,0.649914,0.697996,0.462983,1.0,0.459772,0.959983,0.9325,1.0,0.998514,0.826637,324986.495667,0.04823,0.798402,259469.755007,73.798224,24,45,strong_ticket_size; high_value_density,toxic_fake:4,"hustle_penalty:0.932,tail_penalty:0.999",,69.799613,12.982868,0.949838,0.3,1.0,1.0,0.186002,0.46417,"M_Unknown:72%, m_tail:21%, m_hustle:4%","AQ=69.8, FAS=13.0, Zone=WEAK. Top drags: M_Unknown:72%, m_tail:21%, m_hustle:4%",WEAK,"{""components"": [{""loss"": 0.051464, ""multiplier"": 0.949838, ""name"": ""M_Lifecycle"", ""pct"": 0.030597}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.715799}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": 0.069886, ""multiplier"": 0.9325, ""name"": ""m_hustle"", ""pct"": 0.041549}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.212054}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.681998}",True,"HVL,UNKNOWN_HIGH",0.534442
32,12,6.86,0.6,0.641952,0.642399,0.415,1.0,0.39,0.794328,1.0,1.0,0.999304,0.934064,1763800.053112,0.033529,0.975483,1720556.780373,66.629322,27,97,strong_ticket_size; high_value_density,toxic_fake:21,tail_penalty:0.999,,64.239924,11.60173,0.86,0.3,1.0,1.0,0.1806,0.4,"M_Unknown:70%, m_tail:21%, M_Lifecycle:9%","AQ=64.2, FAS=11.6, Zone=WEAK. Top drags: M_Unknown:70%, m_tail:21%, M_Lifecycle:9%",WEAK,"{""components"": [{""loss"": 0.150823, ""multiplier"": 0.86, ""name"": ""M_Lifecycle"", ""pct"": 0.088125}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.703473}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.208403}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.711471}",True,"HVL,UNKNOWN_HIGH",0.588591
19,13,6.85,0.8,0.640534,0.641014,0.34398,1.0,0.353107,1.0,1.0,1.0,0.99925,0.788126,1218072.390254,0.077386,0.619617,754738.153129,74.305252,12,73,strong_ticket_size; high_value_density,toxic_fake:7,tail_penalty:0.999,,64.101438,9.664702,0.71796,0.3,1.0,1.0,0.150772,0.298543,"M_Unknown:64%, m_tail:19%, M_Lifecycle:18%","AQ=64.1, FAS=9.7, Zone=WEAK. Top drags: M_Unknown:64%, m_tail:19%, M_Lifecycle:18%",WEAK,"{""components"": [{""loss"": 0.331341, ""multiplier"": 0.71796, ""name"": ""M_Lifecycle"", ""pct"": 0.175128}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.636353}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.188519}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.891989}",True,"HVL,UNKNOWN_HIGH",0.560662
17,14,6.84,0.6,0.63989,0.640295,0.342395,1.0,0.352283,1.0,1.0,1.0,0.999368,0.901428,2679362.34556,0.213542,0.567678,1521016.380762,75.044692,11,143,strong_ticket_size; high_value_density,toxic_fake:17,tail_penalty:0.999,,64.029477,9.611209,0.714789,0.3,1.0,1.0,0.150106,0.296278,"M_Unknown:63%, m_tail:19%, M_Lifecycle:18%","AQ=64.0, FAS=9.6, Zone=WEAK. Top drags: M_Unknown:63%, m_tail:19%, M_Lifecycle:18%",WEAK,"{""components"": [{""loss"": 0.335768, ""multiplier"": 0.714789, ""name"": ""M_Lifecycle"", ""pct"": 0.177054}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.634868}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.188078}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.896416}",True,"HVL,UNKNOWN_HIGH",0.582135
11,15,6.81,0.6,0.636366,0.63658,0.347289,1.0,0.351308,0.965116,1.0,1.0,0.999663,0.890266,905669.937328,0.106357,0.127488,115462.317328,81.072222,9,26,strong_ticket_size; high_value_density,,tail_penalty:1.000,,63.658013,30.512559,0.724578,0.945023,1.0,1.0,0.47932,0.30327,"m_tail:49%, M_Lifecycle:44%, M_Unknown:8%","AQ=63.7, FAS=30.5, Zone=WEAK. Top drags: m_tail:49%, M_Lifecycle:44%, M_Unknown:8%",WEAK,"{""components"": [{""loss"": 0.322166, ""multiplier"": 0.724578, ""name"": ""M_Lifecycle"", ""pct"": 0.438091}, {""loss"": 0.056546, ""multiplier"": 0.945023, ""name"": ""M_Unknown"", ""pct"": 0.076893}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.485017}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 0.735387}",True,HVL,0.581563
27,16,6.59,0.8,0.612689,0.613332,0.442452,1.0,0.408301,0.51209,1.0,1.0,0.998951,0.777862,896445.744164,0.058021,0.93244,835881.692403,62.316518,16,96,strong_ticket_size; toxic_fake_tail:15,toxic_fake:15,tail_penalty:0.999,,61.333215,11.076779,0.86,0.3,1.0,1.0,0.1806,0.4,"M_Unknown:70%, m_tail:21%, M_Lifecycle:9%","AQ=61.3, FAS=11.1, Zone=WEAK. Top drags: M_Unknown:70%, m_tail:21%, M_Lifecycle:9%",WEAK,"{""components"": [{""loss"": 0.150823, ""multiplier"": 0.86, ""name"": ""M_Lifecycle"", ""pct"": 0.088125}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.703473}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.208403}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.711471}",True,"HVL,UNKNOWN_HIGH",0.676205
13,17,6.58,0.8,0.611507,0.679125,0.423447,1.0,0.404593,1.0,0.9025,1.0,0.99771,0.74318,649737.739724,0.04409,0.748577,486379.044521,74.357525,27,136,strong_ticket_size; high_value_density,toxic_fake:5,"hustle_penalty:0.902,tail_penalty:0.998",,67.912521,10.898669,0.846755,0.3,1.0,1.0,0.160481,0.390539,"M_Unknown:66%, m_tail:19%, M_Lifecycle:9%","AQ=67.9, FAS=10.9, Zone=WEAK. Top drags: M_Unknown:66%, m_tail:19%, M_Lifecycle:9%",WEAK,"{""components"": [{""loss"": 0.166344, ""multiplier"": 0.846755, ""name"": ""M_Lifecycle"", ""pct"": 0.090919}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.65806}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": 0.102587, ""multiplier"": 0.9025, ""name"": ""m_hustle"", ""pct"": 0.056071}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.194949}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.829578}",True,"HVL,UNKNOWN_HIGH",0.515374
9,18,6.58,0.4,0.611141,0.694417,0.426336,1.0,0.475995,1.0,1.0,0.880249,0.999806,0.939898,7454648.646957,0.329834,0.033902,252730.808873,83.353604,6,162,strong_ticket_size; high_value_density,"concentration>30%,toxic_fake:8","concentration_penalty:0.880,tail_penalty:1.000",,69.441683,37.767943,0.882673,1.0,1.0,1.0,0.54388,0.416195,"m_tail:59%, m_concentration:21%, M_Lifecycle:20%","AQ=69.4, FAS=37.8, Zone=REVIEW. Top drags: m_tail:59%, m_concentration:21%, M_Lifecycle:20%",REVIEW,"{""components"": [{""loss"": 0.1248, ""multiplier"": 0.882673, ""name"": ""M_Lifecycle"", ""pct"": 0.204917}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""M_Unknown"", ""pct"": -0.0}, {""loss"": 0.12755, ""multiplier"": 0.880249, ""name"": ""m_concentration"", ""pct"": 0.209433}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.585648}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 0.609026}",True,HVL,0.646474
12,19,6.55,0.8,0.608187,0.710741,0.474,1.0,0.474208,1.0,0.8575,1.0,0.997911,0.741623,687789.994483,0.03198,0.782702,538334.629825,75.109457,34,134,strong_ticket_size; high_value_density,toxic_fake:5,"hustle_penalty:0.858,tail_penalty:0.998",,71.074149,12.441103,0.972064,0.3,1.0,1.0,0.175044,0.480046,"M_Unknown:69%, m_tail:20%, m_hustle:9%","AQ=71.1, FAS=12.4, Zone=WEAK. Top drags: M_Unknown:69%, m_tail:20%, m_hustle:9%",WEAK,"{""components"": [{""loss"": 0.028334, ""multiplier"": 0.972064, ""name"": ""M_Lifecycle"", ""pct"": 0.016259}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.69086}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": 0.153734, ""multiplier"": 0.8575, ""name"": ""m_hustle"", ""pct"": 0.088215}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.204666}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.742715}",True,"HVL,UNKNOWN_HIGH",0.534306
28,20,6.55,0.8,0.607343,0.60841,0.42496,1.0,0.39664,0.53564,1.0,1.0,0.998247,0.781238,549764.042726,0.109738,0.911694,501216.72805,62.661388,10,77,strong_ticket_size; toxic_fake_tail:15,toxic_fake:15,tail_penalty:0.998,,60.840993,10.987883,0.86,0.3,1.0,1.0,0.1806,0.4,"M_Unknown:70%, m_tail:21%, M_Lifecycle:9%","AQ=60.8, FAS=11.0, Zone=WEAK. Top drags: M_Unknown:70%, m_tail:21%, M_Lifecycle:9%",WEAK,"{""components"": [{""loss"": 0.150823, ""multiplier"": 0.86, ""name"": ""M_Lifecycle"", ""pct"": 0.088125}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.703473}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.208403}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.711471}",True,"HVL,UNKNOWN_HIGH",0.658475
24,21,6.54,0.8,0.607015,0.607972,0.271184,1.0,0.31529,1.0,1.0,1.0,0.998426,0.79329,2210770.542588,0.157216,0.118894,262848.178858,79.996177,7,285,strong_ticket_size; high_value_density,toxic_fake:12,tail_penalty:0.998,,60.797234,23.438306,0.572367,0.962211,1.0,1.0,0.385516,0.194548,"M_Lifecycle:59%, m_tail:37%, M_Unknown:4%","AQ=60.8, FAS=23.4, Zone=WEAK. Top drags: M_Lifecycle:59%, m_tail:37%, M_Unknown:4%",WEAK,"{""components"": [{""loss"": 0.557975, ""multiplier"": 0.572367, ""name"": ""M_Lifecycle"", ""pct"": 0.585388}, {""loss"": 0.038522, ""multiplier"": 0.962211, ""name"": ""M_Unknown"", ""pct"": 0.040415}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.374198}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 0.953171}",True,HVL,0.565802
18,22,6.5,0.8,0.602853,0.60335,0.261,1.0,0.31,1.0,1.0,1.0,0.999176,0.832166,6699033.383043,0.094787,0.066522,445633.936317,80.527168,9,406,strong_ticket_size; high_value_density,toxic_fake:25,tail_penalty:0.999,,60.335,23.313444,0.552,1.0,1.0,1.0,0.3864,0.18,"M_Lifecycle:62%, m_tail:38%, KS_liquidity:-0%","AQ=60.3, FAS=23.3, Zone=WEAK. Top drags: M_Lifecycle:62%, m_tail:38%, KS_liquidity:-0%",WEAK,"{""components"": [{""loss"": 0.594207, ""multiplier"": 0.552, ""name"": ""M_Lifecycle"", ""pct"": 0.624901}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""M_Unknown"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.375099}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 0.950882}",True,HVL,0.577999
23,23,6.49,0.8,0.600894,0.67325,0.415,1.0,0.39,1.0,0.895,1.0,0.997237,0.7375,504531.406229,0.029069,0.958546,483616.514587,70.996811,28,119,strong_ticket_size; high_value_density,toxic_fake:2,"hustle_penalty:0.895,tail_penalty:0.997",,67.325,10.882211,0.86,0.3,1.0,1.0,0.161637,0.4,"M_Unknown:66%, m_tail:20%, M_Lifecycle:8%","AQ=67.3, FAS=10.9, Zone=WEAK. Top drags: M_Unknown:66%, m_tail:20%, M_Lifecycle:8%",WEAK,"{""components"": [{""loss"": 0.150823, ""multiplier"": 0.86, ""name"": ""M_Lifecycle"", ""pct"": 0.082761}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.660652}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_concentration"", ""pct"": -0.0}, {""loss"": 0.110932, ""multiplier"": 0.895, ""name"": ""m_hustle"", ""pct"": 0.060871}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.195717}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.822402}",True,"HVL,UNKNOWN_HIGH",0.471272
15,24,6.43,0.6,0.595093,0.864309,0.718681,1.0,0.813852,1.0,1.0,0.690167,0.997611,0.783594,1068716.365652,0.456555,0.203118,217075.107836,85.272766,5,217,strong_ticket_size; high_value_density,"concentration>30%,toxic_fake:16","concentration_penalty:0.690,tail_penalty:0.998",,86.43086,33.144593,1.0,0.793765,1.0,1.0,0.383481,0.83383,"m_concentration:39%, m_tail:37%, M_Unknown:24%","AQ=86.4, FAS=33.1, Zone=WEAK. Top drags: m_concentration:39%, m_tail:37%, M_Unknown:24%",WEAK,"{""components"": [{""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""M_Lifecycle"", ""pct"": -0.0}, {""loss"": 0.230968, ""multiplier"": 0.793765, ""name"": ""M_Unknown"", ""pct"": 0.240977}, {""loss"": 0.370822, ""multiplier"": 0.690167, ""name"": ""m_concentration"", ""pct"": 0.386892}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.372132}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 0.958464}",True,HVL,0.671722
4,25,6.32,0.8,0.58283,0.61055,0.276864,1.0,0.318241,1.0,1.0,0.955241,0.999327,0.802644,1932183.456166,0.279839,0.227746,440047.855052,77.83401,6,123,strong_ticket_size; high_value_density,toxic_fake:5,"concentration_penalty:0.955,tail_penalty:0.999",,61.055041,17.742351,0.583727,0.744507,1.0,1.0,0.290596,0.202662,"M_Lifecycle:44%, m_tail:29%, M_Unknown:24%","AQ=61.1, FAS=17.7, Zone=WEAK. Top drags: M_Lifecycle:44%, m_tail:29%, M_Unknown:24%",WEAK,"{""components"": [{""loss"": 0.538322, ""multiplier"": 0.583727, ""name"": ""M_Lifecycle"", ""pct"": 0.435599}, {""loss"": 0.295033, ""multiplier"": 0.744507, ""name"": ""M_Unknown"", ""pct"": 0.238734}, {""loss"": 0.045792, ""multiplier"": 0.955241, ""name"": ""m_concentration"", ""pct"": 0.037054}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.288614}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.235821}",True,HVL,0.586319
2,26,6.3,0.4,0.580992,0.630658,0.309905,1.0,0.360955,1.0,1.0,0.921337,0.999903,0.874399,33875240.756732,0.302442,0.0209,707986.253111,81.254197,5,385,strong_ticket_size; high_value_density,"concentration>30%,toxic_fake:26","concentration_penalty:0.921,tail_penalty:1.000",,63.06579,26.42999,0.649811,1.0,1.0,1.0,0.419086,0.249865,"M_Lifecycle:50%, m_tail:41%, m_concentration:9%","AQ=63.1, FAS=26.4, Zone=WEAK. Top drags: M_Lifecycle:50%, m_tail:41%, m_concentration:9%",WEAK,"{""components"": [{""loss"": 0.431074, ""multiplier"": 0.649811, ""name"": ""M_Lifecycle"", ""pct"": 0.495671}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""M_Unknown"", ""pct"": -0.0}, {""loss"": 0.081929, ""multiplier"": 0.921337, ""name"": ""m_concentration"", ""pct"": 0.094206}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.410123}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 0.869678}",True,"HVL,UNIT_PRICE_HIGH,VALUE_OUTLIER",0.594645
30,27,6.19,0.8,0.568913,0.570524,0.457094,1.0,0.449109,0.138127,1.0,0.99947,0.997706,0.814137,671721.999294,0.250353,0.803674,539845.463199,57.126828,8,166,strong_ticket_size; toxic_fake_tail:8,toxic_fake:8,"concentration_penalty:0.999,tail_penalty:0.998",,57.05237,11.306296,0.944188,0.3,1.0,1.0,0.198174,0.460134,"M_Unknown:74%, m_tail:22%, M_Lifecycle:4%","AQ=57.1, FAS=11.3, Zone=WEAK. Top drags: M_Unknown:74%, m_tail:22%, M_Lifecycle:4%",WEAK,"{""components"": [{""loss"": 0.05743, ""multiplier"": 0.944188, ""name"": ""M_Lifecycle"", ""pct"": 0.035481}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.743832}, {""loss"": 0.00053, ""multiplier"": 0.99947, ""name"": ""m_concentration"", ""pct"": 0.000327}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.220359}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.618608}",True,"HVL,UNKNOWN_HIGH",0.591649
1,28,5.84,0.4,0.531221,0.631615,0.312855,1.0,0.360578,1.0,1.0,0.841175,0.999855,0.980168,17798228.264564,0.355884,0.031106,553631.320112,79.972403,5,215,strong_ticket_size; high_value_density,"concentration>30%,toxic_fake:16","concentration_penalty:0.841,tail_penalty:1.000",,63.161475,24.386456,0.655711,1.0,1.0,1.0,0.386097,0.254079,"M_Lifecycle:44%, m_tail:37%, m_concentration:18%","AQ=63.2, FAS=24.4, Zone=WEAK. Top drags: M_Lifecycle:44%, m_tail:37%, m_concentration:18%",WEAK,"{""components"": [{""loss"": 0.422035, ""multiplier"": 0.655711, ""name"": ""M_Lifecycle"", ""pct"": 0.44347}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""M_Unknown"", ""pct"": -0.0}, {""loss"": 0.172956, ""multiplier"": 0.841175, ""name"": ""m_concentration"", ""pct"": 0.18174}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.37479}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 0.951666}",True,"HVL,UNIT_PRICE_HIGH,VALUE_OUTLIER",0.599563
20,29,5.66,0.4,0.511428,0.708718,0.47088,1.0,0.46955,1.0,1.0,0.721948,0.999552,0.884469,573759.243511,0.435368,0.783683,449645.119661,70.845982,5,22,strong_ticket_size; high_value_density,"concentration>30%,toxic_fake:2","concentration_penalty:0.722,tail_penalty:1.000",,70.871805,10.441401,0.971761,0.3,1.0,1.0,0.147328,0.479829,"M_Unknown:63%, m_tail:19%, m_concentration:17%","AQ=70.9, FAS=10.4, Zone=WEAK. Top drags: M_Unknown:63%, m_tail:19%, m_concentration:17%",WEAK,"{""components"": [{""loss"": 0.028645, ""multiplier"": 0.971761, ""name"": ""M_Lifecycle"", ""pct"": 0.014957}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.628675}, {""loss"": 0.325802, ""multiplier"": 0.721948, ""name"": ""m_concentration"", ""pct"": 0.170123}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.186244}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 1.915095}",True,"HVL,UNKNOWN_HIGH",0.629696
33,30,4.93,0.4,0.435505,0.67325,0.415,1.0,0.39,1.0,1.0,0.646889,0.999969,0.987503,72291389.810644,0.485407,0.997021,72076067.54506,65.123015,5,191,strong_ticket_size; high_value_density,"concentration>30%,toxic_fake:12","concentration_penalty:0.647,tail_penalty:1.000",,67.325,7.865445,0.86,0.3,1.0,1.0,0.116828,0.4,"M_Unknown:56%, m_concentration:20%, m_tail:17%","AQ=67.3, FAS=7.9, Zone=WEAK. Top drags: M_Unknown:56%, m_concentration:20%, m_tail:17%",WEAK,"{""components"": [{""loss"": 0.150823, ""multiplier"": 0.86, ""name"": ""M_Lifecycle"", ""pct"": 0.070247}, {""loss"": 1.203973, ""multiplier"": 0.3, ""name"": ""M_Unknown"", ""pct"": 0.560757}, {""loss"": 0.435581, ""multiplier"": 0.646889, ""name"": ""m_concentration"", ""pct"": 0.202874}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""m_hustle"", ""pct"": -0.0}, {""loss"": 0.356675, ""multiplier"": 0.7, ""name"": ""m_tail"", ""pct"": 0.166123}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_liquidity"", ""pct"": -0.0}, {""loss"": -0.0, ""multiplier"": 1.0, ""name"": ""KS_obsolescence"", ""pct"": -0.0}], ""total_loss"": 2.147051}",True,"HVL,UNIT_PRICE_HIGH,UNKNOWN_HIGH,VALUE_OUTLIER",0.59
