part_number,raw_photo_path,raw_width,raw_height,min_dimension,bucket,enhanced_photo_path,enhanced_generated,photo_ready_for_future_cloud,next_action
RIC-F-BLNK-01,D:\BIRETOS\projects\biretos-automation\downloads\photos\RIC-F-BLNK-01.jpg,1920,1920,1920,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\RIC-F-BLNK-01__catalog_placeholder_v1__32fb641b.jpg,True,True,keep_enhanced
RIC-F-LCU24-01C,D:\BIRETOS\projects\biretos-automation\downloads\photos\RIC-F-LCU24-01C.jpg,2000,2000,2000,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\RIC-F-LCU24-01C__catalog_placeholder_v1__8c47947c.jpg,True,True,keep_enhanced
RMK400AP-IV,D:\BIRETOS\projects\biretos-automation\downloads\photos\RMK400AP-IV.jpg,632,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\RMK400AP-IV__catalog_placeholder_v1__8ff68208.jpg,True,True,keep_enhanced
ROL15-2761-04,D:\BIRETOS\projects\biretos-automation\downloads\photos\ROL15-2761-04.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\ROL15-2761-04__catalog_placeholder_v1__3617ed2c.jpg,True,True,keep_enhanced
S0324-2POS-SW1,D:\BIRETOS\projects\biretos-automation\downloads\photos\S0324-2POS-SW1.jpg,680,680,680,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\S0324-2POS-SW1__catalog_placeholder_v1__9592abea.jpg,True,True,keep_enhanced
S05230-2POS,D:\BIRETOS\projects\biretos-automation\downloads\photos\S05230-2POS.jpg,534,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\S05230-2POS__catalog_placeholder_v1__99effbb4.jpg,True,True,keep_enhanced
S10010,D:\BIRETOS\projects\biretos-automation\downloads\photos\S10010.jpg,165,340,165,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\S10010__catalog_placeholder_v1__ee350830.jpg,True,False,re_search_required
S10010-SW2,D:\BIRETOS\projects\biretos-automation\downloads\photos\S10010-SW2.jpg,165,340,165,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\S10010-SW2__catalog_placeholder_v1__ee350830.jpg,True,False,re_search_required
SC-SC,D:\BIRETOS\projects\biretos-automation\downloads\photos\SC-SC.jpg,500,375,375,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SC-SC__catalog_placeholder_v1__20affc3f.jpg,True,False,upscale_then_review
SC-SCDUPLEX9_125-1,D:\BIRETOS\projects\biretos-automation\downloads\photos\SC-SCDUPLEX9_125-1.jpg,1200,1200,1200,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SC-SCDUPLEX9_125-1__catalog_placeholder_v1__3c0e6937.jpg,True,True,keep_enhanced
SC-SCDUPLEX9_125-2,D:\BIRETOS\projects\biretos-automation\downloads\photos\SC-SCDUPLEX9_125-2.jpg,1200,1200,1200,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SC-SCDUPLEX9_125-2__catalog_placeholder_v1__3c0e6937.jpg,True,True,keep_enhanced
SC-SCDUPLEX9_125-5,D:\BIRETOS\projects\biretos-automation\downloads\photos\SC-SCDUPLEX9_125-5.jpg,1200,1200,1200,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SC-SCDUPLEX9_125-5__catalog_placeholder_v1__3c0e6937.jpg,True,True,keep_enhanced
SCDUPLEX9_125-10,D:\BIRETOS\projects\biretos-automation\downloads\photos\SCDUPLEX9_125-10.jpg,650,620,620,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SCDUPLEX9_125-10__catalog_placeholder_v1__5263248c.jpg,True,True,keep_enhanced
SCDUPLEX9_125-15,D:\BIRETOS\projects\biretos-automation\downloads\photos\SCDUPLEX9_125-15.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SCDUPLEX9_125-15__catalog_placeholder_v1__6a116d37.jpg,True,True,keep_enhanced
SDM-S93,D:\BIRETOS\projects\biretos-automation\downloads\photos\SDM-S93.jpg,300,169,169,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SDM-S93__catalog_placeholder_v1__409d421d.jpg,True,False,re_search_required
SF00-B54,D:\BIRETOS\projects\biretos-automation\downloads\photos\SF00-B54.jpg,640,890,640,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SF00-B54__catalog_placeholder_v1__f0d7a59a.jpg,True,True,keep_enhanced
SK8115,D:\BIRETOS\projects\biretos-automation\downloads\photos\SK8115.jpg,300,225,225,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SK8115__catalog_placeholder_v1__62e9caf3.jpg,True,False,upscale_then_review
SM-0.9-SC-UPC-1.5,D:\BIRETOS\projects\biretos-automation\downloads\photos\SM-0.9-SC-UPC-1.5.jpg,1000,1000,1000,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SM-0.9-SC-UPC-1.5__catalog_placeholder_v1__889fb554.jpg,True,True,keep_enhanced
SMB500,D:\BIRETOS\projects\biretos-automation\downloads\photos\SMB500.jpg,250,250,250,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SMB500__catalog_placeholder_v1__fd719960.jpg,True,False,upscale_then_review
SNR-RMB-1UC,D:\BIRETOS\projects\biretos-automation\downloads\photos\SNR-RMB-1UC.jpg,495,640,495,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\SNR-RMB-1UC__catalog_placeholder_v1__d47d1000.jpg,True,True,keep_enhanced
T7460A1018,D:\BIRETOS\projects\biretos-automation\downloads\photos\T7460A1018.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\T7460A1018__catalog_placeholder_v1__13a29c2b.jpg,True,True,keep_enhanced
T7560A1000,D:\BIRETOS\projects\biretos-automation\downloads\photos\T7560A1000.jpg,138,162,138,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\T7560A1000__catalog_placeholder_v1__c0e56801.jpg,True,False,re_search_required
T7560B1008,D:\BIRETOS\projects\biretos-automation\downloads\photos\T7560B1008.jpg,640,771,640,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\T7560B1008__catalog_placeholder_v1__03bb5610.jpg,True,True,keep_enhanced
T7560B1024,D:\BIRETOS\projects\biretos-automation\downloads\photos\T7560B1024.jpg,138,162,138,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\T7560B1024__catalog_placeholder_v1__c0e56801.jpg,True,False,re_search_required
TPPR-V-1030,D:\BIRETOS\projects\biretos-automation\downloads\photos\TPPR-V-1030.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\TPPR-V-1030__catalog_placeholder_v1__735d2ad3.jpg,True,True,keep_enhanced
TPPR-V-1040,D:\BIRETOS\projects\biretos-automation\downloads\photos\TPPR-V-1040.jpg,387,285,285,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\TPPR-V-1040__catalog_placeholder_v1__4e17f5f4.jpg,True,False,upscale_then_review
TRAY-3,D:\BIRETOS\projects\biretos-automation\downloads\photos\TRAY-3.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\TRAY-3__catalog_placeholder_v1__81965ffa.jpg,True,True,keep_enhanced
U2410F,D:\BIRETOS\projects\biretos-automation\downloads\photos\U2410F.jpg,1280,720,720,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\U2410F__catalog_placeholder_v1__ca42c05e.jpg,True,True,keep_enhanced
U2412M,D:\BIRETOS\projects\biretos-automation\downloads\photos\U2412M.jpg,200,200,200,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\U2412M__catalog_placeholder_v1__3e2f1822.jpg,True,False,upscale_then_review
U2412MB,D:\BIRETOS\projects\biretos-automation\downloads\photos\U2412MB.jpg,320,245,245,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\U2412MB__catalog_placeholder_v1__c85c2ee9.jpg,True,False,upscale_then_review
U2421M,D:\BIRETOS\projects\biretos-automation\downloads\photos\U2421M.jpg,200,200,200,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\U2421M__catalog_placeholder_v1__939dd47d.jpg,True,False,upscale_then_review
V5011R1000,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5011R1000.jpg,597,714,597,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5011R1000__catalog_placeholder_v1__21fbb1fc.jpg,True,True,keep_enhanced
V5013R1057,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5013R1057.jpg,344,500,344,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5013R1057__catalog_placeholder_v1__239071bf.jpg,True,False,upscale_then_review
V5013R1099,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5013R1099.jpg,344,500,344,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5013R1099__catalog_placeholder_v1__239071bf.jpg,True,False,upscale_then_review
V5015A1151,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5015A1151.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5015A1151__catalog_placeholder_v1__bb9e0d5b.jpg,True,False,upscale_then_review
V5015A1169,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5015A1169.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5015A1169__catalog_placeholder_v1__bb9e0d5b.jpg,True,False,upscale_then_review
V5016A1101,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5016A1101.jpg,597,714,597,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5016A1101__catalog_placeholder_v1__21fbb1fc.jpg,True,True,keep_enhanced
V5016A1135,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5016A1135.jpg,597,714,597,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5016A1135__catalog_placeholder_v1__21fbb1fc.jpg,True,True,keep_enhanced
V5050A1090,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5050A1090.jpg,640,1054,640,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5050A1090__catalog_placeholder_v1__013ecec8.jpg,True,True,keep_enhanced
V5050A1116,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5050A1116.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5050A1116__catalog_placeholder_v1__fa79d9aa.jpg,True,False,upscale_then_review
V5328A1005,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5328A1005.jpg,250,300,250,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5328A1005__catalog_placeholder_v1__e791c8c6.jpg,True,False,upscale_then_review
V5328A1013,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5328A1013.jpg,250,300,250,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5328A1013__catalog_placeholder_v1__e791c8c6.jpg,True,False,upscale_then_review
V5328A1047,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5328A1047.jpg,250,300,250,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5328A1047__catalog_placeholder_v1__e791c8c6.jpg,True,False,upscale_then_review
V5328A1088,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5328A1088.jpg,250,300,250,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5328A1088__catalog_placeholder_v1__e791c8c6.jpg,True,False,upscale_then_review
V5328A1112,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5328A1112.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5328A1112__catalog_placeholder_v1__51b320a3.jpg,True,False,upscale_then_review
V5329A1004,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5329A1004.jpg,680,680,680,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5329A1004__catalog_placeholder_v1__ba031f94.jpg,True,True,keep_enhanced
V5329A1046,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5329A1046.jpg,680,680,680,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5329A1046__catalog_placeholder_v1__ba031f94.jpg,True,True,keep_enhanced
V5329A1053,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5329A1053.jpg,223,300,223,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5329A1053__catalog_placeholder_v1__1b2ce898.jpg,True,False,upscale_then_review
V5329C1059,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5329C1059.jpg,501,700,501,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5329C1059__catalog_placeholder_v1__81c1ab2b.jpg,True,True,keep_enhanced
V5329C1083,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5329C1083.jpg,501,700,501,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5329C1083__catalog_placeholder_v1__81c1ab2b.jpg,True,True,keep_enhanced
V5421B1090,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5421B1090.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5421B1090__catalog_placeholder_v1__c6bb8c9a.jpg,True,True,keep_enhanced
V5832A1046,D:\BIRETOS\projects\biretos-automation\downloads\photos\V5832A1046.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\V5832A1046__catalog_placeholder_v1__60858cb0.jpg,True,False,upscale_then_review
VF00-3B65NW,D:\BIRETOS\projects\biretos-automation\downloads\photos\VF00-3B65NW.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\VF00-3B65NW__catalog_placeholder_v1__79388008.jpg,True,True,keep_enhanced
VQ440MB1005,D:\BIRETOS\projects\biretos-automation\downloads\photos\VQ440MB1005.jpg,460,345,345,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\VQ440MB1005__catalog_placeholder_v1__74ca9542.jpg,True,False,upscale_then_review
VQ450MA1015,D:\BIRETOS\projects\biretos-automation\downloads\photos\VQ450MA1015.jpg,534,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\VQ450MA1015__catalog_placeholder_v1__0b8a68e8.jpg,True,True,keep_enhanced
VQ450MB1006,D:\BIRETOS\projects\biretos-automation\downloads\photos\VQ450MB1006.jpg,750,564,564,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\VQ450MB1006__catalog_placeholder_v1__66dbb16f.jpg,True,True,keep_enhanced
VR420AB1002-0000,D:\BIRETOS\projects\biretos-automation\downloads\photos\VR420AB1002-0000.jpg,534,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\VR420AB1002-0000__catalog_placeholder_v1__dde154e0.jpg,True,True,keep_enhanced
VR420VA1004-0000,D:\BIRETOS\projects\biretos-automation\downloads\photos\VR420VA1004-0000.jpg,534,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\VR420VA1004-0000__catalog_placeholder_v1__f8eb582f.jpg,True,True,keep_enhanced
VSOF-320-4.0,D:\BIRETOS\projects\biretos-automation\downloads\photos\VSOF-320-4.0.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\VSOF-320-4.0__catalog_placeholder_v1__c51b566d.jpg,True,True,keep_enhanced
WD19DCS,D:\BIRETOS\projects\biretos-automation\downloads\photos\WD19DCS.jpg,485,1000,485,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\WD19DCS__catalog_placeholder_v1__9a2f4414.jpg,True,True,keep_enhanced
X-MAP4P,D:\BIRETOS\projects\biretos-automation\downloads\photos\X-MAP4P.jpg,736,960,736,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\X-MAP4P__catalog_placeholder_v1__bcab5a04.jpg,True,True,keep_enhanced
XFLR822A,D:\BIRETOS\projects\biretos-automation\downloads\photos\XFLR822A.jpg,250,45,45,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\XFLR822A__catalog_placeholder_v1__46691998.jpg,True,False,re_search_required
XFLR824A,D:\BIRETOS\projects\biretos-automation\downloads\photos\XFLR824A.jpg,1000,750,750,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\XFLR824A__catalog_placeholder_v1__379c316e.jpg,True,True,keep_enhanced
XJ1-00-07000000,D:\BIRETOS\projects\biretos-automation\downloads\photos\XJ1-00-07000000.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\XJ1-00-07000000__catalog_placeholder_v1__36511f40.jpg,True,True,keep_enhanced
XNX-RMAV-RNNNN,D:\BIRETOS\projects\biretos-automation\downloads\photos\XNX-RMAV-RNNNN.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\XNX-RMAV-RNNNN__catalog_placeholder_v1__5c839e3f.jpg,True,True,keep_enhanced
МЕТРОВ,D:\BIRETOS\projects\biretos-automation\downloads\photos\МЕТРОВ.jpg,300,300,300,needs_upscale,,False,False,upscale_then_review
