product_id,old_cover,new_cover,problem_type
019B1384357D73BFA89384EE53C83648,B6323A2AEF2C4528992295DF43699D5E,019B1387FBFB7320A7DCDF8955A76A4F,WRONG_MEDIA_ID
019B13843A4F721A9661DFAD5235CC1E,0490DF1F2C8840CC99A25E8F9A9C7533,019B1388041570249EEDF032B04690D1,WRONG_MEDIA_ID
019B13843EBD73E1A767D873A86A6DA7,B13E6FF5CEB44ED9BAE2DD33214F978B,019B1388097F70548CABC9D91794F0DD,WRONG_MEDIA_ID
