pn_id,vol_raw_usd,vol_norm,lot_count,breadth_norm,line_count,avg_line_usd,ticket_norm,cat_liq_norm,pn_liquidity,flags
1013431RU,48496.307692,0.715130,6,0.600000,13,3730.485207,0.936398,0.300000,0.630755,CAT_UNKNOWN_HEAVY
EDA51K0B931SQGRK,210968.307692,0.944962,3,0.300000,4,52742.076923,1.000000,0.300000,0.630737,CAT_UNKNOWN_HEAVY
H58205100,26868.820513,0.622817,4,0.400000,4,6717.205128,1.000000,0.710000,0.629986,
1470G1472G,201249.021156,0.937589,3,0.300000,4,50312.255289,1.000000,0.300000,0.628156,CAT_UNKNOWN_HEAVY
PW7K1R2,196692.948718,0.934009,3,0.300000,5,39338.589744,1.000000,0.300000,0.626903,CAT_UNKNOWN_HEAVY
FTAPKS16DODCFJ6S,196201.462181,0.933618,3,0.300000,3,65400.487394,1.000000,0.300000,0.626766,CAT_UNKNOWN_HEAVY
B501APIV,20069.448718,0.577206,6,0.600000,13,1543.803748,0.744811,0.660000,0.625744,
V5050A1090,29833.371795,0.639178,4,0.400000,8,3729.171474,0.936321,0.700000,0.624160,
XS823,59289.850910,0.746543,5,0.500000,11,5389.986446,1.000000,0.300000,0.621290,CAT_UNKNOWN_HEAVY
100PRS,32881.869227,0.654387,7,0.700000,16,2055.116827,0.806933,0.300000,0.620075,CAT_UNKNOWN_HEAVY
PDP04,386355.846154,1.000000,2,0.200000,3,128785.282051,1.000000,0.300000,0.620000,CAT_UNKNOWN_HEAVY
V5050A1116,19813.051282,0.575196,5,0.500000,9,2201.450142,0.821869,0.700000,0.614599,
M5ARP02FGK01301,123133.666667,0.860791,1,0.100000,1,123133.666667,1.000000,0.660000,0.613277,
40PC100G1A,122707.354926,0.860249,1,0.100000,1,122707.354926,1.000000,0.660000,0.613087,
MZPCWS77,203775.070513,0.939539,3,0.300000,3,67925.023504,1.000000,0.220000,0.612839,
XCL8010A,82757.653846,0.798674,2,0.200000,2,41378.826923,1.000000,0.600000,0.609536,
CLMERL6N,134986.705128,0.875158,1,0.100000,1,134986.705128,1.000000,0.600000,0.606305,
1450G,225734.045351,0.955537,2,0.200000,8,28216.755669,1.000000,0.300000,0.604438,CAT_UNKNOWN_HEAVY
50137160005FRE,2417574.743590,1.000000,2,0.200000,2,1208787.371795,1.000000,0.220000,0.604000,
PM43A11000040302,619642.534413,1.000000,2,0.200000,4,154910.633603,1.000000,0.220000,0.604000,
FCRUSIO3224,42792.166667,0.695568,5,0.500000,5,8558.433333,1.000000,0.300000,0.603449,CAT_UNKNOWN_HEAVY
