keyword,date,count
6ES7193+4CA50+0AA0,2020-08-01,14
6ES7193+4CA50+0AA0,2020-09-01,20
6ES7193+4CA50+0AA0,2020-10-01,25
6ES7193+4CA50+0AA0,2020-11-01,17
6ES7193+4CA50+0AA0,2020-12-01,22
6ES7193+4CA50+0AA0,2021-01-01,22
6ES7193+4CA50+0AA0,2021-02-01,23
6ES7193+4CA50+0AA0,2021-03-01,14
6ES7193+4CA50+0AA0,2021-04-01,19
6ES7193+4CA50+0AA0,2021-05-01,14
6ES7193+4CA50+0AA0,2021-06-01,13
6ES7193+4CA50+0AA0,2021-07-01,16
6ES7193+4CA50+0AA0,2021-08-01,34
6ES7193+4CA50+0AA0,2021-09-01,28
6ES7193+4CA50+0AA0,2021-10-01,19
6ES7193+4CA50+0AA0,2021-11-01,30
6ES7193+4CA50+0AA0,2021-12-01,19
6ES7193+4CA50+0AA0,2022-01-01,16
6ES7193+4CA50+0AA0,2022-02-01,18
6ES7193+4CA50+0AA0,2022-03-01,45
6ES7193+4CA50+0AA0,2022-04-01,39
6ES7193+4CA50+0AA0,2022-05-01,27
6ES7193+4CA50+0AA0,2022-06-01,40
6ES7193+4CA50+0AA0,2022-07-01,40
6ES7193+4CA50+0AA0,2022-08-01,59
6ES7193+4CA50+0AA0,2022-09-01,45
6ES7193+4CA50+0AA0,2022-10-01,37
6ES7193+4CA50+0AA0,2022-11-01,58
6ES7193+4CA50+0AA0,2022-12-01,48
6ES7193+4CA50+0AA0,2023-01-01,54
6ES7193+4CA50+0AA0,2023-02-01,60
6ES7193+4CA50+0AA0,2023-03-01,80
6ES7193+4CA50+0AA0,2023-04-01,41
6ES7193+4CA50+0AA0,2023-05-01,41
6ES7193+4CA50+0AA0,2023-06-01,63
6ES7193+4CA50+0AA0,2023-07-01,38
6ES7193+4CA50+0AA0,2023-08-01,68
6ES7193+4CA50+0AA0,2023-09-01,20
6ES7193+4CA50+0AA0,2023-10-01,37
6ES7193+4CA50+0AA0,2023-11-01,64
6ES7193+4CA50+0AA0,2023-12-01,41
6ES7193+4CA50+0AA0,2024-01-01,43
6ES7193+4CA50+0AA0,2024-02-01,57
6ES7193+4CA50+0AA0,2024-03-01,97
6ES7193+4CA50+0AA0,2024-04-01,81
6ES7193+4CA50+0AA0,2024-05-01,44
6ES7193+4CA50+0AA0,2024-06-01,50
6ES7193+4CA50+0AA0,2024-07-01,80
6ES7193+4CA50+0AA0,2024-08-01,63
6ES7193+4CA50+0AA0,2024-09-01,48
6ES7193+4CA50+0AA0,2024-10-01,64
6ES7193+4CA50+0AA0,2024-11-01,106
6ES7193+4CA50+0AA0,2024-12-01,53
6ES7193+4CA50+0AA0,2025-01-01,110
6ES7193+4CA50+0AA0,2025-02-01,111
6ES7193+4CA50+0AA0,2025-03-01,60
6ES7193+4CA50+0AA0,2025-04-01,64
6ES7193+4CA50+0AA0,2025-05-01,39
6ES7193+4CA50+0AA0,2025-06-01,53
6ES7193+4CA50+0AA0,2025-07-01,72
CW2+1600,2018-01-01,0
CW2+1600,2018-02-01,0
CW2+1600,2018-03-01,0
CW2+1600,2018-04-01,0
CW2+1600,2018-05-01,0
CW2+1600,2018-06-01,0
CW2+1600,2018-07-01,0
CW2+1600,2018-08-01,0
CW2+1600,2018-09-01,0
CW2+1600,2018-10-01,0
CW2+1600,2018-11-01,0
CW2+1600,2018-12-01,0
CW2+1600,2019-01-01,0
CW2+1600,2019-02-01,0
CW2+1600,2019-03-01,0
CW2+1600,2019-04-01,0
CW2+1600,2019-05-01,0
CW2+1600,2019-06-01,0
CW2+1600,2019-07-01,0
CW2+1600,2019-08-01,0
CW2+1600,2019-09-01,0
CW2+1600,2019-10-01,0
CW2+1600,2019-11-01,0
CW2+1600,2019-12-01,0
CW2+1600,2020-01-01,0
CW2+1600,2020-02-01,0
CW2+1600,2020-03-01,0
CW2+1600,2020-04-01,0
CW2+1600,2020-05-01,0
CW2+1600,2020-06-01,0
CW2+1600,2020-07-01,0
CW2+1600,2020-08-01,0
CW2+1600,2020-09-01,0
CW2+1600,2020-10-01,0
CW2+1600,2020-11-01,0
CW2+1600,2020-12-01,0
CW2+1600,2021-01-01,0
CW2+1600,2021-02-01,0
CW2+1600,2021-03-01,0
CW2+1600,2021-04-01,0
CW2+1600,2021-05-01,0
CW2+1600,2021-06-01,0
CW2+1600,2021-07-01,0
CW2+1600,2021-08-01,0
CW2+1600,2021-09-01,0
CW2+1600,2021-10-01,0
CW2+1600,2021-11-01,0
CW2+1600,2021-12-01,0
CW2+1600,2022-01-01,0
CW2+1600,2022-02-01,0
CW2+1600,2022-03-01,0
CW2+1600,2022-04-01,0
CW2+1600,2022-05-01,0
CW2+1600,2022-06-01,0
CW2+1600,2022-07-01,0
CW2+1600,2022-08-01,17
CW2+1600,2022-09-01,7
CW2+1600,2022-10-01,0
CW2+1600,2022-11-01,0
CW2+1600,2022-12-01,0
CW2+1600,2023-01-01,0
CW2+1600,2023-02-01,0
CW2+1600,2023-03-01,0
CW2+1600,2023-04-01,0
CW2+1600,2023-05-01,0
CW2+1600,2023-06-01,0
CW2+1600,2023-07-01,0
CW2+1600,2023-08-01,0
CW2+1600,2023-09-01,0
CW2+1600,2023-10-01,0
CW2+1600,2023-11-01,0
CW2+1600,2023-12-01,0
CW2+1600,2024-01-01,0
CW2+1600,2024-02-01,0
CW2+1600,2024-03-01,0
CW2+1600,2024-04-01,0
CW2+1600,2024-05-01,0
CW2+1600,2024-06-01,0
CW2+1600,2024-07-01,0
CW2+1600,2024-08-01,0
CW2+1600,2024-09-01,0
CW2+1600,2024-10-01,0
CW2+1600,2024-11-01,0
CW2+1600,2024-12-01,0
CW2+1600,2025-01-01,0
CW2+1600,2025-02-01,0
CW2+1600,2025-03-01,0
CW2+1600,2025-04-01,0
CW2+1600,2025-05-01,0
CW2+1600,2025-06-01,0
CW2+1600,2025-07-01,0
LC1F400M7,2018-01-01,21
LC1F400M7,2018-02-01,28
LC1F400M7,2018-03-01,28
LC1F400M7,2018-04-01,40
LC1F400M7,2018-05-01,24
LC1F400M7,2018-06-01,26
LC1F400M7,2018-07-01,44
LC1F400M7,2018-08-01,34
LC1F400M7,2018-09-01,26
LC1F400M7,2018-10-01,22
LC1F400M7,2018-11-01,38
LC1F400M7,2018-12-01,20
LC1F400M7,2019-01-01,23
LC1F400M7,2019-02-01,32
LC1F400M7,2019-03-01,39
LC1F400M7,2019-04-01,21
LC1F400M7,2019-05-01,41
LC1F400M7,2019-06-01,20
LC1F400M7,2019-07-01,25
LC1F400M7,2019-08-01,16
LC1F400M7,2019-09-01,27
LC1F400M7,2019-10-01,27
LC1F400M7,2019-11-01,17
LC1F400M7,2019-12-01,29
LC1F400M7,2020-01-01,40
LC1F400M7,2020-02-01,27
LC1F400M7,2020-03-01,46
LC1F400M7,2020-04-01,27
LC1F400M7,2020-05-01,30
LC1F400M7,2020-06-01,41
LC1F400M7,2020-07-01,36
LC1F400M7,2020-08-01,38
LC1F400M7,2020-09-01,22
LC1F400M7,2020-10-01,56
LC1F400M7,2020-11-01,50
LC1F400M7,2020-12-01,39
LC1F400M7,2021-01-01,24
LC1F400M7,2021-02-01,43
LC1F400M7,2021-03-01,25
LC1F400M7,2021-04-01,15
LC1F400M7,2021-05-01,32
LC1F400M7,2021-06-01,51
LC1F400M7,2021-07-01,47
LC1F400M7,2021-08-01,36
LC1F400M7,2021-09-01,55
LC1F400M7,2021-10-01,37
LC1F400M7,2021-11-01,19
LC1F400M7,2021-12-01,27
LC1F400M7,2022-01-01,26
LC1F400M7,2022-02-01,26
LC1F400M7,2022-03-01,27
LC1F400M7,2022-04-01,26
LC1F400M7,2022-05-01,20
LC1F400M7,2022-06-01,27
LC1F400M7,2022-07-01,29
LC1F400M7,2022-08-01,24
LC1F400M7,2022-09-01,29
LC1F400M7,2022-10-01,29
LC1F400M7,2022-11-01,31
LC1F400M7,2022-12-01,22
LC1F400M7,2023-01-01,36
LC1F400M7,2023-02-01,9
LC1F400M7,2023-03-01,27
LC1F400M7,2023-04-01,34
LC1F400M7,2023-05-01,12
LC1F400M7,2023-06-01,8
LC1F400M7,2023-07-01,13
LC1F400M7,2023-08-01,8
LC1F400M7,2023-09-01,11
LC1F400M7,2023-10-01,13
LC1F400M7,2023-11-01,22
LC1F400M7,2023-12-01,19
LC1F400M7,2024-01-01,7
LC1F400M7,2024-02-01,11
LC1F400M7,2024-03-01,34
LC1F400M7,2024-04-01,19
LC1F400M7,2024-05-01,19
LC1F400M7,2024-06-01,17
LC1F400M7,2024-07-01,9
LC1F400M7,2024-08-01,38
LC1F400M7,2024-09-01,22
LC1F400M7,2024-10-01,0
LC1F400M7,2024-11-01,21
LC1F400M7,2024-12-01,14
LC1F400M7,2025-01-01,12
LC1F400M7,2025-02-01,28
LC1F400M7,2025-03-01,15
LC1F400M7,2025-04-01,5
LC1F400M7,2025-05-01,9
LC1F400M7,2025-06-01,13
LC1F400M7,2025-07-01,0
